respondent_id,age_group,gender,region,education_level,employment_status,income_band,weekly_behaviour_frequency,monthly_spend,previous_action_attempts,engagement_minutes_monthly,awareness_score,trust_score,confidence_score,change_intention_score,perceived_social_norm_score,service_satisfaction_score,motivation_health,motivation_financial,motivation_social,motivation_convenience,barrier_cost,barrier_time,barrier_habit,barrier_low_confidence,barrier_information,used_digital_tool,sought_support,recent_positive_action,would_recommend_service,preferred_information_channel,preferred_support_type,open_feedback,synthetic_true_segment,survey_weight_seed
R00591,45-59,,Central,Postgraduate,Employed,Lower-middle,4,93.06,2,72,3,4,5,4,4,3,5,4,3,3,4,2,2,1,1,Yes,No,No,No,Social media,No support,I need more confidence before taking action.,Engaged and Confident,1.0649
R00592,18-29,Male,West,Secondary,Self-employed,,3,44.83,3,85,4,4,4,4,4,4,3,5,4,4,1,4,3,1,1,Yes,Yes,No,No,Email,Digital coaching,Digital tools are convenient.,Engaged and Confident,0.9441
R00593,30-44,Male,South,Secondary,Employed,High,2,86.05,2,33,3,5,,2,4,3,5,4,3,2,3,4,4,4,2,Yes,Yes,No,No,Community organisation,Self-guided tools,,Interested but Uncertain,1.3393
R00594,18-29,Male,East,Postgraduate,Employed,,5,148.08,2,46,3,3,4,3,2,3,4,4,2,3,3,2,3,4,2,Yes,Yes,Yes,No,Social media,No support,Cost is the main issue for me.,Interested but Uncertain,0.8633
R00595,30-44,Male,North,Secondary,Unemployed,Low,3,78.0,2,46,5,5,4,4,3,3,4,3,2,5,2,2,2,2,3,Yes,Yes,Yes,Yes,Friends or family,Digital coaching,Cost is the main issue for me.,Engaged and Confident,1.0371
R00596,30-44,Female,East,Secondary,Student,Low,5,34.94,2,20,4,3,4,5,4,4,4,4,4,5,1,3,3,3,1,No,Yes,No,No,Healthcare professional,One-to-one support,Clearer information would help.,Ready for Change,0.986
R00597,18-29,Female,West,Postgraduate,Employed,High,2,,0,50,4,3,5,3,3,4,4,2,3,3,2,2,3,3,2,No,Yes,No,No,Friends or family,,I need more confidence before taking action.,Engaged and Confident,0.9573
R00598,18-29,Male,Central,Undergraduate,Self-employed,Low,4,87.11,3,61,3,4,3,4,4,4,4,4,3,4,,3,3,2,1,Yes,No,Yes,No,Email,Digital coaching,Clearer information would help.,Engaged and Confident,1.1688
R00599,45-59,Male,Central,Vocational,Employed,Lower-middle,6,92.21,0,61,2,4,3,1,4,3,3,3,1,3,4,5,4,3,3,No,No,Yes,No,Community organisation,Digital coaching,,Habit-Driven and Resistant,1.1326
R00600,45-59,Male,South,Undergraduate,Employed,Upper-middle,,78.07,3,55,3,3,3,5,3,4,3,2,4,4,4,3,2,4,2,No,Yes,Yes,Yes,Email,Self-guided tools,Digital tools are convenient.,Interested but Uncertain,1.0008
R00601,30-44,Male,West,Vocational,Employed,Low,4,83.77,3,73,5,3,5,4,4,3,4,5,,4,2,2,4,2,1,Yes,No,Yes,No,Healthcare professional,One-to-one support,,Ready for Change,0.7422
R00602,30-44,Female,North,Postgraduate,Employed,,5,119.14,2,51,4,4,4,5,5,3,4,5,3,4,3,1,3,2,2,Yes,No,No,No,Friends or family,Digital coaching,,Ready for Change,0.9669
R00603,45-59,Male,North,Vocational,Employed,Lower-middle,4,120.13,0,79,4,4,2,4,,2,4,3,4,2,4,3,3,5,3,,Yes,No,No,Healthcare professional,Digital coaching,Clearer information would help.,Interested but Uncertain,0.8282
R00604,18-29,Female,East,Postgraduate,Self-employed,,4,38.71,3,44,3,4,4,3,5,5,3,3,1,2,1,3,3,2,,Yes,Yes,Yes,Yes,Search engine,No support,Clearer information would help.,Engaged and Confident,1.1121
R00605,18-29,Male,East,Undergraduate,Retired,Low,5,159.62,4,25,3,3,3,4,4,3,3,5,3,2,3,1,3,2,3,No,Yes,No,No,Email,Self-guided tools,I am satisfied with the available options.,Interested but Uncertain,0.9688
R00606,30-44,Female,East,Undergraduate,Student,Lower-middle,5,90.32,0,49,3,2,1,1,2,4,2,1,3,2,4,4,5,3,4,Yes,Yes,Yes,No,Email,One-to-one support,Personal advice would be useful.,Habit-Driven and Resistant,0.7412
R00607,45-59,Female,North,Undergraduate,Employed,Lower-middle,5,53.14,2,,3,4,3,3,3,3,3,4,2,4,2,2,4,3,3,No,No,No,,Social media,Group support,I prefer flexible support that fits my routine.,Interested but Uncertain,1.0587
R00608,30-44,Female,North,Secondary,Unemployed,Upper-middle,4,50.34,3,46,2,4,2,4,2,5,3,5,3,3,2,3,3,3,3,No,No,No,Yes,Community organisation,One-to-one support,Clearer information would help.,Interested but Uncertain,1.1073
R00609,30-44,Female,North,Secondary,Unemployed,Upper-middle,3,87.7,2,67,5,4,3,4,4,4,4,4,4,4,2,1,3,2,2,Yes,Yes,No,Yes,Friends or family,Self-guided tools,Clearer information would help.,Engaged and Confident,1.0351
R00610,45-59,Male,Central,Secondary,Unemployed,Lower-middle,4,,3,38,3,3,2,3,4,3,4,4,2,2,3,3,2,4,3,Yes,No,Yes,No,Healthcare professional,Digital coaching,I prefer flexible support that fits my routine.,Interested but Uncertain,1.0852
R00611,18-29,Male,North,Vocational,Retired,Lower-middle,5,130.83,3,44,5,4,4,4,4,4,4,4,5,4,2,3,2,3,3,Yes,Yes,Yes,Yes,Community organisation,One-to-one support,,Ready for Change,0.65
R00612,30-44,Male,West,Secondary,Employed,Lower-middle,6,116.48,4,41,3,3,2,2,4,3,3,2,2,1,4,4,5,5,3,Yes,No,Yes,No,Search engine,No support,,Habit-Driven and Resistant,1.2566
R00613,45-59,Male,North,Undergraduate,Employed,Lower-middle,6,127.05,3,60,3,4,3,4,5,3,3,4,2,4,2,1,2,4,3,Yes,Yes,No,No,Community organisation,Self-guided tools,,Interested but Uncertain,1.0724
R00614,18-29,Female,West,Secondary,Employed,High,,111.53,3,64,4,3,4,4,4,3,5,4,4,5,3,1,2,3,1,Yes,Yes,Yes,No,Email,Self-guided tools,Digital tools are convenient.,Engaged and Confident,1.1733
R00615,30-44,Female,South,Postgraduate,Student,Lower-middle,5,111.45,1,17,3,3,3,2,2,3,2,1,1,2,4,4,5,4,5,No,Yes,No,No,Healthcare professional,No support,,Habit-Driven and Resistant,1.2095
R00616,45-59,Male,North,Undergraduate,Employed,Upper-middle,5,71.73,2,51,3,3,2,3,3,3,3,,,3,4,1,,4,2,Yes,Yes,No,Yes,Healthcare professional,No support,Cost is the main issue for me.,Interested but Uncertain,0.8579
R00617,60+,Male,South,Vocational,Employed,Lower-middle,6,128.71,2,43,1,3,3,2,3,3,1,1,3,1,4,5,4,3,2,No,Yes,No,No,Social media,Digital coaching,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,1.1155
R00618,45-59,Female,North,Vocational,Employed,,4,97.39,2,85,4,4,4,4,5,3,4,4,3,3,1,2,3,2,1,Yes,Yes,No,No,Social media,No support,Clearer information would help.,Engaged and Confident,0.9689
R00619,18-29,Male,South,Vocational,Employed,Lower-middle,4,114.25,2,45,4,3,4,3,3,3,5,3,3,5,2,2,1,1,3,No,No,No,No,Social media,,Digital tools are convenient.,Engaged and Confident,1.091
R00620,30-44,Female,Central,Vocational,Unemployed,Low,5,102.64,5,43,2,1,2,3,1,2,2,1,1,2,4,4,4,1,2,Yes,No,No,No,Social media,Digital coaching,I need more confidence before taking action.,Habit-Driven and Resistant,
R00621,30-44,Female,West,Undergraduate,Employed,Lower-middle,4,100.0,0,47,3,2,2,3,3,2,,4,2,3,3,1,3,4,3,Yes,No,No,No,Social media,,I am satisfied with the available options.,Interested but Uncertain,0.7836
R00622,18-29,Female,Central,Vocational,Employed,Low,1,114.27,1,44,3,2,2,2,1,,1,2,1,1,5,4,5,3,3,No,Yes,No,Yes,Social media,Digital coaching,I need more confidence before taking action.,Habit-Driven and Resistant,1.0054
R00623,,Female,North,Secondary,Self-employed,Lower-middle,4,77.41,3,81,4,5,4,4,4,4,5,3,5,4,1,2,3,3,,Yes,No,Yes,Yes,Healthcare professional,Digital coaching,I need more confidence before taking action.,Ready for Change,1.2296
R00624,60+,Male,East,Undergraduate,Student,,6,134.26,1,60,,2,3,2,2,2,3,2,3,2,4,3,4,3,4,No,No,No,No,Friends or family,No support,Cost is the main issue for me.,Habit-Driven and Resistant,0.948
R00625,60+,Female,North,Undergraduate,Self-employed,Upper-middle,5,115.51,2,60,4,5,2,2,3,1,2,1,1,1,5,3,5,4,2,Yes,No,No,,Social media,One-to-one support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.7126
R00626,60+,Male,Central,Secondary,Employed,Prefer not to say,4,74.79,0,75,4,5,3,5,4,2,3,5,4,4,1,2,3,1,1,Yes,Yes,Yes,No,Friends or family,Digital coaching,I am satisfied with the available options.,Ready for Change,1.1425
R00627,45-59,Female,South,Undergraduate,Employed,High,5,107.62,1,59,,3,2,4,2,1,3,5,3,5,3,4,3,4,1,Yes,Yes,No,No,Social media,Digital coaching,Digital tools are convenient.,Interested but Uncertain,0.8845
R00628,30-44,Female,West,Undergraduate,Employed,Prefer not to say,6,124.67,3,47,5,3,3,5,4,5,4,5,3,3,4,2,2,2,3,Yes,Yes,No,,Social media,Digital coaching,I prefer flexible support that fits my routine.,Engaged and Confident,1.0606
R00629,45-59,Male,North,Postgraduate,Employed,Upper-middle,3,87.87,1,52,4,3,4,,3,2,3,5,2,3,2,4,3,1,1,No,No,No,No,Social media,One-to-one support,Cost is the main issue for me.,Engaged and Confident,0.9177
R00630,45-59,Female,Central,Undergraduate,Employed,Lower-middle,6,127.68,0,53,3,3,3,2,1,3,2,1,2,3,5,5,5,4,4,No,No,No,No,Email,One-to-one support,Digital tools are convenient.,Habit-Driven and Resistant,1.1409
R00631,18-29,Female,Central,Postgraduate,Student,Low,4,74.83,4,34,3,3,3,3,5,3,4,4,3,3,3,2,2,1,3,Yes,Yes,No,No,,Self-guided tools,I am satisfied with the available options.,Engaged and Confident,0.8218
R00632,45-59,Female,Central,Postgraduate,Retired,,4,102.79,2,40,3,3,2,2,3,2,4,,5,4,4,2,4,4,2,Yes,Yes,Yes,No,Healthcare professional,One-to-one support,,Interested but Uncertain,0.9736
R00633,18-29,Female,South,Vocational,Employed,Upper-middle,3,51.95,1,51,3,4,3,2,5,3,3,3,2,3,2,4,4,4,3,No,No,,No,Social media,Digital coaching,Cost is the main issue for me.,Interested but Uncertain,0.7841
R00634,30-44,Male,Central,Secondary,Employed,Low,2,45.04,2,49,3,4,5,4,4,4,5,4,4,4,1,3,3,1,,Yes,No,Yes,No,Friends or family,Digital coaching,I am satisfied with the available options.,Engaged and Confident,1.0197
R00635,18-29,Male,North,Undergraduate,Employed,Upper-middle,6,,0,61,3,2,3,1,2,2,3,1,2,1,4,,5,4,4,No,Yes,Yes,No,Social media,Self-guided tools,I am satisfied with the available options.,Habit-Driven and Resistant,1.2155
R00636,45-59,Male,,Undergraduate,Retired,Lower-middle,7,117.31,0,13,2,3,2,1,2,3,2,2,2,2,4,4,3,4,4,Yes,No,Yes,Yes,Email,Group support,Cost is the main issue for me.,Habit-Driven and Resistant,1.0015
R00637,45-59,Non-binary,South,Postgraduate,Self-employed,Lower-middle,3,72.45,1,83,4,3,3,4,5,4,3,3,4,4,1,2,1,2,2,Yes,Yes,No,No,Community organisation,No support,Digital tools are convenient.,Engaged and Confident,0.9433
R00638,18-29,Male,West,Undergraduate,Employed,Lower-middle,2,63.78,6,61,5,5,4,4,3,3,5,5,3,5,1,2,3,2,3,Yes,Yes,No,No,Social media,Group support,I am satisfied with the available options.,Engaged and Confident,
R00639,30-44,Male,South,Vocational,Retired,,5,117.49,1,15,1,1,1,3,1,4,3,1,3,,4,4,5,4,5,Yes,,No,No,Friends or family,One-to-one support,Personal advice would be useful.,Habit-Driven and Resistant,0.7411
R00640,18-29,Female,Central,Undergraduate,Employed,Lower-middle,2,,1,30,3,3,4,3,4,5,4,5,3,4,2,3,2,4,1,No,Yes,Yes,Yes,Email,No support,Cost is the main issue for me.,Engaged and Confident,1.1007
R00641,60+,Female,East,,Self-employed,Low,6,114.25,0,18,2,1,1,1,3,,4,2,1,1,4,4,5,4,4,Yes,Yes,Yes,No,Social media,Self-guided tools,Personal advice would be useful.,Habit-Driven and Resistant,1.0304
R00642,30-44,Male,North,Undergraduate,Employed,High,4,83.35,4,0,3,3,3,3,4,3,5,3,3,3,2,4,4,4,3,Yes,Yes,No,Yes,Search engine,Digital coaching,Digital tools are convenient.,Interested but Uncertain,0.9395
R00643,60+,Male,South,Undergraduate,Employed,High,5,86.01,2,50,5,4,3,4,4,,5,4,5,3,2,2,4,3,2,Yes,Yes,Yes,No,Email,Group support,I need more confidence before taking action.,Ready for Change,0.9654
R00644,45-59,Male,West,Postgraduate,Employed,High,,89.9,0,49,3,3,4,3,2,3,5,3,2,3,4,5,2,3,3,No,Yes,No,No,Social media,No support,,Interested but Uncertain,0.9182
R00645,18-29,Female,East,Secondary,Employed,Upper-middle,5,111.3,3,52,4,2,4,3,3,3,5,3,5,4,3,4,4,3,2,Yes,Yes,Yes,No,Community organisation,No support,,Interested but Uncertain,1.1682
R00646,60+,Male,,Secondary,Employed,Lower-middle,4,82.34,3,22,3,2,3,3,3,3,5,3,5,5,2,1,3,2,2,Yes,No,No,No,Social media,Digital coaching,Personal advice would be useful.,Engaged and Confident,0.8647
R00647,30-44,,North,Secondary,Retired,Low,4,67.53,2,21,2,4,4,3,3,3,4,5,4,2,3,3,4,3,2,Yes,Yes,No,Yes,Social media,One-to-one support,I am satisfied with the available options.,Interested but Uncertain,1.0479
R00648,45-59,Male,North,Secondary,Employed,Low,4,107.29,1,83,5,3,5,4,4,3,5,4,5,4,1,1,3,2,1,No,No,Yes,Yes,Healthcare professional,Self-guided tools,Personal advice would be useful.,Ready for Change,1.2034
R00649,45-59,Male,West,Undergraduate,Retired,Upper-middle,4,63.01,1,43,5,4,4,,3,3,5,4,4,4,,2,4,2,2,Yes,No,No,Yes,Email,No support,Digital tools are convenient.,Engaged and Confident,0.8911
R00650,18-29,Female,East,Secondary,Employed,Low,6,114.61,3,58,2,1,2,3,3,3,2,3,1,2,5,3,4,4,5,Yes,Yes,No,No,Email,Group support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.8071
R00651,30-44,Non-binary,East,Undergraduate,Self-employed,Low,6,91.06,4,79,3,4,2,4,3,3,3,4,3,5,4,3,,2,2,Yes,Yes,Yes,Yes,Search engine,Digital coaching,Clearer information would help.,Interested but Uncertain,0.8401
R00652,45-59,Female,South,Vocational,Employed,High,7,115.85,1,60,5,4,1,2,,4,3,4,4,4,4,2,2,2,5,Yes,No,No,No,Email,Self-guided tools,Clearer information would help.,Interested but Uncertain,1.0815
R00653,45-59,Female,South,Vocational,Employed,Lower-middle,2,75.82,1,55,4,3,4,5,5,4,5,4,5,4,2,2,3,1,2,Yes,Yes,Yes,Yes,Healthcare professional,Digital coaching,I prefer flexible support that fits my routine.,Ready for Change,0.9768
R00654,30-44,Male,East,Postgraduate,,Low,4,65.83,4,66,3,3,3,5,5,3,4,4,5,4,1,2,3,3,1,Yes,Yes,Yes,Yes,Search engine,No support,,Ready for Change,
R00655,60+,Male,Central,Vocational,Employed,Upper-middle,5,100.36,4,15,2,4,4,4,2,3,3,2,5,5,4,3,3,3,2,No,Yes,No,No,Search engine,Self-guided tools,Digital tools are convenient.,Interested but Uncertain,0.9793
R00656,18-29,Female,North,Vocational,Self-employed,Low,5,75.75,4,85,3,3,3,4,5,3,5,3,5,5,,2,2,3,1,Yes,Yes,No,No,Social media,Self-guided tools,,Ready for Change,0.9155
R00657,60+,Male,East,Undergraduate,,Upper-middle,6,109.83,1,41,3,3,2,4,3,4,5,4,4,3,1,3,3,3,4,Yes,Yes,,No,Social media,No support,I am satisfied with the available options.,Interested but Uncertain,1.081
R00658,45-59,,East,Vocational,Employed,,4,112.75,2,72,4,3,4,4,4,3,4,5,3,5,2,4,3,1,3,Yes,No,Yes,No,Community organisation,Self-guided tools,,Engaged and Confident,0.8615
R00659,45-59,Female,Central,Undergraduate,Employed,Low,4,157.99,4,29,2,3,1,3,3,3,1,4,2,3,5,5,4,5,2,No,Yes,No,Yes,Healthcare professional,Group support,Personal advice would be useful.,Habit-Driven and Resistant,1.1767
R00660,18-29,Female,West,,Employed,Upper-middle,5,116.33,0,73,3,2,2,2,2,3,2,3,2,3,,2,5,4,,Yes,No,No,No,Healthcare professional,One-to-one support,Digital tools are convenient.,Habit-Driven and Resistant,0.9579
R00661,18-29,Male,North,Undergraduate,Self-employed,High,,142.5,3,74,4,,2,3,2,3,4,4,5,4,3,3,3,4,3,No,Yes,No,No,Friends or family,Digital coaching,Personal advice would be useful.,Interested but Uncertain,0.8707
R00662,30-44,Female,Central,Vocational,Employed,Lower-middle,4,76.5,1,21,2,5,2,3,4,2,5,3,3,4,2,4,3,3,4,Yes,Yes,No,No,Social media,Digital coaching,I am satisfied with the available options.,Interested but Uncertain,1.0819
R00663,45-59,Male,North,Vocational,Employed,Upper-middle,5,46.31,2,70,4,4,3,4,4,3,4,5,2,3,1,1,4,4,2,No,No,No,No,Search engine,One-to-one support,,Interested but Uncertain,1.1836
R00664,18-29,Male,East,Vocational,Retired,Low,1,19.67,3,56,3,3,3,4,4,2,5,2,3,4,2,2,3,5,3,No,No,Yes,No,Friends or family,No support,I am satisfied with the available options.,Interested but Uncertain,1.0319
R00665,45-59,Male,East,Vocational,Employed,Low,4,46.06,4,59,3,5,3,3,5,2,3,4,2,5,2,1,3,1,2,No,Yes,Yes,No,Friends or family,One-to-one support,I need more confidence before taking action.,Engaged and Confident,0.9293
R00666,30-44,Female,West,Vocational,Employed,Upper-middle,4,92.53,1,62,3,4,5,3,4,4,3,4,3,3,1,2,2,2,1,Yes,Yes,No,Yes,Search engine,One-to-one support,Digital tools are convenient.,Engaged and Confident,1.3474
R00667,45-59,Female,South,Secondary,Student,Lower-middle,4,84.27,5,64,5,3,4,5,5,4,4,4,4,4,2,2,2,3,3,Yes,Yes,Yes,No,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Engaged and Confident,0.8967
R00668,45-59,Female,East,Vocational,Employed,Lower-middle,5,112.59,1,39,2,3,3,1,2,2,3,1,1,3,5,4,4,4,3,No,No,No,No,Email,Digital coaching,,Habit-Driven and Resistant,1.1938
R00669,30-44,Male,East,Undergraduate,Employed,Upper-middle,4,127.76,0,39,3,1,2,2,2,4,3,3,2,2,5,2,4,3,4,Yes,Yes,No,No,Email,Digital coaching,I am satisfied with the available options.,Habit-Driven and Resistant,0.9192
R00670,45-59,Male,North,Vocational,Employed,Low,4,118.2,1,37,3,4,2,3,2,4,5,3,5,3,2,2,5,3,2,Yes,Yes,No,Yes,Healthcare professional,Self-guided tools,,Interested but Uncertain,0.8786
R00671,60+,Female,,Secondary,Employed,Lower-middle,6,130.32,2,86,3,3,2,3,5,3,4,3,4,4,3,3,3,3,3,,Yes,No,Yes,Email,One-to-one support,Personal advice would be useful.,Interested but Uncertain,0.9878
R00672,30-44,Female,West,Undergraduate,Employed,Lower-middle,4,55.73,1,65,4,3,4,,5,4,5,5,4,3,1,1,3,1,2,,No,No,Yes,Healthcare professional,One-to-one support,Digital tools are convenient.,Ready for Change,1.0603
R00673,18-29,Female,West,Undergraduate,,Low,4,68.4,0,47,,3,5,3,2,3,4,3,4,4,2,1,4,1,1,Yes,No,No,No,Email,One-to-one support,Cost is the main issue for me.,Engaged and Confident,1.0114
R00674,60+,Prefer not to say,North,Vocational,Employed,Lower-middle,3,90.8,1,32,4,5,4,4,5,2,4,3,4,3,3,1,2,3,2,No,No,No,Yes,Social media,,Personal advice would be useful.,Engaged and Confident,1.0043
R00675,30-44,Prefer not to say,West,Postgraduate,Student,Lower-middle,5,128.01,1,42,3,4,3,3,3,3,3,5,2,3,4,2,3,3,2,Yes,No,No,No,Social media,One-to-one support,I need more confidence before taking action.,Interested but Uncertain,0.8246
R00676,18-29,Non-binary,South,Vocational,Self-employed,Upper-middle,5,116.56,5,52,4,1,2,4,3,2,5,4,3,3,4,3,5,4,5,Yes,Yes,Yes,No,Search engine,One-to-one support,Personal advice would be useful.,Interested but Uncertain,1.3067
R00677,45-59,Female,North,Postgraduate,Employed,Low,5,106.28,1,68,4,5,3,4,5,4,4,4,3,5,3,3,4,5,4,Yes,No,No,No,Community organisation,No support,,Interested but Uncertain,0.9545
R00678,18-29,Male,North,Postgraduate,Employed,High,6,138.31,2,27,1,1,1,1,3,5,1,2,3,2,4,4,5,5,3,No,No,No,Yes,Social media,Digital coaching,Clearer information would help.,Habit-Driven and Resistant,0.9673
R00679,18-29,Male,South,Secondary,Retired,Prefer not to say,4,97.99,5,54,5,4,2,4,,3,5,3,2,4,3,2,3,2,1,No,Yes,No,Yes,Community organisation,Self-guided tools,Cost is the main issue for me.,Interested but Uncertain,1.2705
R00680,18-29,Male,South,Secondary,Employed,Lower-middle,2,50.87,1,40,4,4,4,4,3,5,4,4,4,5,2,2,2,2,3,Yes,No,Yes,No,Healthcare professional,Digital coaching,Clearer information would help.,Engaged and Confident,0.8948
R00681,60+,Male,South,Vocational,Employed,Upper-middle,1,85.77,1,51,5,5,4,3,4,4,5,2,5,3,1,3,2,2,3,No,Yes,No,Yes,Social media,Self-guided tools,Cost is the main issue for me.,Engaged and Confident,0.8482
R00682,18-29,Male,South,Vocational,Student,High,4,111.8,3,5,2,4,3,4,4,3,4,5,3,4,4,2,3,4,3,Yes,No,Yes,Yes,Social media,No support,Cost is the main issue for me.,Interested but Uncertain,1.0379
R00683,45-59,Female,Central,Secondary,Employed,Low,7,97.5,1,54,3,2,2,2,1,1,2,2,2,2,3,5,5,2,5,Yes,No,No,No,Friends or family,One-to-one support,Personal advice would be useful.,Habit-Driven and Resistant,1.0154
R00684,45-59,Prefer not to say,East,Vocational,Employed,Prefer not to say,6,156.32,1,11,4,3,2,2,2,5,3,2,2,2,4,4,4,4,3,No,Yes,No,No,Social media,One-to-one support,Clearer information would help.,Habit-Driven and Resistant,1.1002
R00685,60+,Male,South,Secondary,Retired,Lower-middle,4,81.52,2,70,4,3,4,5,5,2,5,4,3,4,2,1,3,3,2,Yes,Yes,Yes,No,Search engine,Self-guided tools,I am satisfied with the available options.,Ready for Change,0.9892
R00686,30-44,Female,Central,Vocational,Employed,High,5,80.35,3,54,3,2,2,4,4,3,3,2,3,4,2,4,4,3,1,Yes,Yes,No,No,Friends or family,Digital coaching,I am satisfied with the available options.,Interested but Uncertain,1.0538
R00687,30-44,Female,North,Secondary,Student,Upper-middle,6,120.18,2,54,3,2,1,2,4,3,3,2,2,2,5,5,5,5,3,No,No,No,No,Social media,One-to-one support,I need more confidence before taking action.,Habit-Driven and Resistant,0.9648
R00688,45-59,Female,West,Vocational,Employed,Lower-middle,3,90.67,2,47,,5,4,4,4,4,4,,3,4,1,1,2,1,2,No,Yes,Yes,Yes,Friends or family,Digital coaching,Cost is the main issue for me.,Ready for Change,0.9568
R00689,60+,Male,South,Secondary,Self-employed,Upper-middle,6,88.33,2,53,2,5,3,3,4,3,4,3,3,4,3,1,3,3,4,Yes,Yes,No,Yes,Healthcare professional,No support,Digital tools are convenient.,Interested but Uncertain,1.0046
R00690,60+,Female,West,Postgraduate,Employed,Upper-middle,6,132.27,3,43,3,4,5,4,3,4,3,2,4,3,3,1,3,1,2,Yes,Yes,Yes,Yes,Healthcare professional,One-to-one support,Digital tools are convenient.,Engaged and Confident,1.0745
R00691,18-29,Male,Central,Vocational,Employed,,3,108.9,1,38,4,4,5,3,3,3,4,5,3,5,,3,4,3,1,Yes,Yes,Yes,Yes,Email,Digital coaching,Cost is the main issue for me.,Engaged and Confident,0.9643
R00692,30-44,Male,East,Undergraduate,Employed,Upper-middle,6,117.59,2,19,2,5,3,3,3,2,2,5,3,3,2,3,2,5,1,No,Yes,Yes,No,Social media,Self-guided tools,Digital tools are convenient.,Interested but Uncertain,0.8059
